nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_line,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi,row_num
ZnO,I,,16,0.000500172639,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,52.859447,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,136
ZnO,I,,17,0.0007678568156,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,54.383,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,137
ZnO,I,,18,0.002397322409,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,54.391384,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,138
ZnO,I,,19,0.003797703566,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,52.12703,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,139
ZnO,I,,112,0.00001609510807,,Caco-2,L,H,,Epithelial,A,Colon,24,Live/Dead,Sytox Red,cell membrane integrity,98,N,Y,Y,2013,9,10.1021/tx400231u,140
ZnO,I,,112,0.00001609510807,,Caco-2,L,H,,Epithelial,A,Colon,24,Live/Dead,Annexin V,cell membrane integrity,100,N,Y,Y,2013,9,10.1021/tx400231u,141
ZnO,I,,112,0.00001609510807,,Caco-2,L,H,,Epithelial,A,Colon,24,LDH,LDH activity assay kit,LDH leakage,81.052635,N,Y,Y,2013,9,10.1021/tx400231u,142
ZnO,I,,112,0.00001609510807,,Caco-2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,69.632324,N,Y,Y,2013,9,10.1021/tx400231u,143
ZnO,I,,60,0.0000001934589024,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,80.81022,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),144
ZnO,I,,60,0.0000007719934523,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,82.73483,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),145
ZnO,I,,60,0.000003080926518,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,83.904724,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),146
ZnO,I,,60,0.00001263651188,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,75.6413,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),147
ZnO,I,,60,0.00005031381696,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,94.547165,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),148
ZnO,I,,60,0.0002011631063,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,81.75469,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),149
ZnO,I,,60,0.0008028556762,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,82.547226,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),150
ZnO,I,,60,0.003206150912,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,78.81142,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),151
ZnO,I,,60,0.00778986803,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,80.345116,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),152
ZnO,I,,60,0.0000001932012145,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,90.99897,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),153
ZnO,I,,60,0.0000007711172977,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,91.41414,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),154
ZnO,I,,60,0.000003078038194,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,91.074585,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),155
ZnO,I,,60,0.00001261718738,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,87.3395,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),156
ZnO,I,,60,0.00005047303857,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,70.39605,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),157
ZnO,I,,60,0.0002026383081,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,25.90524,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),158
ZnO,I,,60,0.0008111424653,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,4.0560975,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),159
ZnO,I,,60,0.003324298178,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,1.8304514,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),160
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,11,10.1007/s10565-011-9191-9,161
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,11,10.1007/s10565-011-9191-9,162
ZnO,I,,639,0.0000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,101.1236,N,Y,N,2011,11,10.1007/s10565-011-9191-9,163
ZnO,I,,639,0.000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,11,10.1007/s10565-011-9191-9,164
ZnO,I,,639,0.00000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,92.134834,N,Y,N,2011,11,10.1007/s10565-011-9191-9,165
ZnO,I,,639,0.00000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,75.2809,N,Y,N,2011,11,10.1007/s10565-011-9191-9,166
ZnO,I,,639,0.00000004333266457,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,64.044945,N,Y,N,2011,11,10.1007/s10565-011-9191-9,167
ZnO,I,,639,0.0000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,35.955055,N,Y,N,2011,11,10.1007/s10565-011-9191-9,168
ZnO,I,,639,0.0000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,32.58427,N,Y,N,2011,11,10.1007/s10565-011-9191-9,169
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,93.25843,N,Y,N,2011,11,10.1007/s10565-011-9191-9,170
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,11,10.1007/s10565-011-9191-9,171
ZnO,I,,639,0.0000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,11,10.1007/s10565-011-9191-9,172
ZnO,I,,639,0.000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,11,10.1007/s10565-011-9191-9,173
ZnO,I,,639,0.00000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,71.91011,N,Y,N,2011,11,10.1007/s10565-011-9191-9,174
ZnO,I,,639,0.00000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,60.674156,N,Y,N,2011,11,10.1007/s10565-011-9191-9,175
ZnO,I,,639,0.00000004333266457,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,43.820225,N,Y,N,2011,11,10.1007/s10565-011-9191-9,176
ZnO,I,,639,0.0000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,28.089888,N,Y,N,2011,11,10.1007/s10565-011-9191-9,177
ZnO,I,,639,0.0000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,22.47191,N,Y,N,2011,11,10.1007/s10565-011-9191-9,178
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.7678623,N,Y,N,2011,11,10.1007/s10565-011-9191-9,179
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,97.6080797,N,Y,N,2011,11,10.1007/s10565-011-9191-9,180
ZnO,I,,639,0.0000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.709979,N,Y,N,2011,11,10.1007/s10565-011-9191-9,181
ZnO,I,,639,0.000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,90.075973,N,Y,N,2011,11,10.1007/s10565-011-9191-9,182
ZnO,I,,639,0.00000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,75.09376,N,Y,N,2011,11,10.1007/s10565-011-9191-9,183
ZnO,I,,639,0.00000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,47.029846,N,Y,N,2011,11,10.1007/s10565-011-9191-9,184
ZnO,I,,639,0.00000004333266457,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,43.265,N,Y,N,2011,11,10.1007/s10565-011-9191-9,185
ZnO,I,,639,0.0000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,30.149536,N,Y,N,2011,11,10.1007/s10565-011-9191-9,186
ZnO,I,,639,0.0000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,11.43382,N,Y,N,2011,11,10.1007/s10565-011-9191-9,187
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.7259574,N,Y,N,2011,11,10.1007/s10565-011-9191-9,188
ZnO,I,,639,0,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.6970153,N,Y,N,2011,11,10.1007/s10565-011-9191-9,189
ZnO,I,,639,0.0000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,90.929756,N,Y,N,2011,11,10.1007/s10565-011-9191-9,190
ZnO,I,,639,0.000000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,68.47332,N,Y,N,2011,11,10.1007/s10565-011-9191-9,191
ZnO,I,,639,0.00000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,59.098583,N,Y,N,2011,11,10.1007/s10565-011-9191-9,192
ZnO,I,,639,0.00000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,47.8571,N,Y,N,2011,11,10.1007/s10565-011-9191-9,193
ZnO,I,,639,0.00000004333266457,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,31.00814,N,Y,N,2011,11,10.1007/s10565-011-9191-9,194
ZnO,I,,639,0.0000001083316614,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,10.41845,N,Y,N,2011,11,10.1007/s10565-011-9191-9,195
ZnO,I,,639,0.0000002166633229,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,-0.82304,N,Y,N,2011,11,10.1007/s10565-011-9191-9,196
ZnO,I,,24,0.00002044674841,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,100.03914,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,197
ZnO,I,,24,0.0002044674841,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,90.41096,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,198
ZnO,I,,24,0.002042647505,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,34.285713,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,199
ZnO,I,,24,0.005111687101,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,24.4227,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,200
ZnO,I,,24,0.01001761816,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,7.2798433,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,201
ZnO,I,,24,0.02061472253,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,7.514677,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,202
ZnO,I,,24,0.04089349681,43.8,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,11.741683,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,203
ZnO,I,,24,0.00002044674841,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,91.11546,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,204
ZnO,I,,24,0.0002044674841,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,89.70646,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,205
ZnO,I,,24,0.002044674841,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,56.125244,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,206
ZnO,I,,24,0.005111687101,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,7.749511,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,207
ZnO,I,,24,0.0102233742,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,8.688846,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,208
ZnO,I,,24,0.02044674841,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,11.976517,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,209
ZnO,I,,24,0.04089349681,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,22.544031,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,210
ZnO,I,,67,0.0000009397959522,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,100.97847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,211
ZnO,I,,67,0.000009397959522,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,101.682976,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,212
ZnO,I,,67,0.00009397959522,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,66.457924,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,213
ZnO,I,,67,0.000234948988,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,55.18591,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,214
ZnO,I,,67,0.0004698979761,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,25.127201,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,215
ZnO,I,,67,0.0009397959522,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,10.097847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,216
ZnO,I,,67,0.001879591904,44.1,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,9.393347,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,217
ZnO,I,,67,0.0000009397959522,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,97.6908,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,218
ZnO,I,,67,0.000009397959522,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,99.804306,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,219
ZnO,I,,67,0.00009397959522,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,62.46575,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,220
ZnO,I,,67,0.000234948988,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,10.097847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,221
ZnO,I,,67,0.0004698979761,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,9.158513,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,222
ZnO,I,,67,0.0009397959522,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,14.559687,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,223
ZnO,I,,67,0.001879591904,45.2,A549,L,H,,Epithelial,A,Lung,48,WST-1,tetrazolium salt,cell metabolic activity,27.240704,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,224
ZnO,I,,8,625,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,79.84496,N,N,N,2009,13,10.1007/s11671-009-9413-8,225
ZnO,I,,8,1000,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,72.48062,N,N,N,2009,13,10.1007/s11671-009-9413-8,226
ZnO,I,,8,2500,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,64.72868,N,N,N,2009,13,10.1007/s11671-009-9413-8,227
ZnO,I,,8,5000,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,43.79845,N,N,N,2009,13,10.1007/s11671-009-9413-8,228
ZnO,I,,8,10000,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,14.7286825,N,N,N,2009,13,10.1007/s11671-009-9413-8,229
ZnO,I,,8,625,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,69.379845,N,N,N,2009,13,10.1007/s11671-009-9413-8,230
ZnO,I,,8,1000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,68.21706,N,N,N,2009,13,10.1007/s11671-009-9413-8,231
ZnO,I,,8,2500,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,64.34109,N,N,N,2009,13,10.1007/s11671-009-9413-8,232
ZnO,I,,8,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,47.67442,N,N,N,2009,13,10.1007/s11671-009-9413-8,233
ZnO,I,,8,10000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,24.806202,N,N,N,2009,13,10.1007/s11671-009-9413-8,234
ZnO,I,,8,625,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,89.147285,N,N,N,2009,13,10.1007/s11671-009-9413-8,235
ZnO,I,,8,1000,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,81.00775,N,N,N,2009,13,10.1007/s11671-009-9413-8,236
ZnO,I,,8,2500,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,67.05426,N,N,N,2009,13,10.1007/s11671-009-9413-8,237
ZnO,I,,8,5000,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,43.410854,N,N,N,2009,13,10.1007/s11671-009-9413-8,238
ZnO,I,,8,10000,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,21.31783,N,N,N,2009,13,10.1007/s11671-009-9413-8,239
ZnO,I,,8,625,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,62.7907,N,N,N,2009,13,10.1007/s11671-009-9413-8,240
ZnO,I,,8,1000,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,44.573643,N,N,N,2009,13,10.1007/s11671-009-9413-8,241
ZnO,I,,8,2500,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,26.744186,N,N,N,2009,13,10.1007/s11671-009-9413-8,242
ZnO,I,,8,5000,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,13.565891,N,N,N,2009,13,10.1007/s11671-009-9413-8,243
ZnO,I,,8,10000,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,3.1007752,N,N,N,2009,13,10.1007/s11671-009-9413-8,244
ZnO,I,,8,625,,Monocytes,P,H,,Monocyte,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,25.193798,N,N,N,2009,13,10.1007/s11671-009-9413-8,245
ZnO,I,,8,1000,,Monocytes,P,H,,Monocyte,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,6.976744,N,N,N,2009,13,10.1007/s11671-009-9413-8,246
ZnO,I,,8,10000,,T cells (all types),P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,34.63439,N,N,N,2009,13,10.1007/s11671-009-9413-8,247
ZnO,I,,8,10000,,Naive T-cell,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,44.3355,N,N,N,2009,13,10.1007/s11671-009-9413-8,248
ZnO,I,,8,10000,,Memory T-cell,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,18.08616,N,N,N,2009,13,10.1007/s11671-009-9413-8,249
ZnO,I,,4,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,19.896479,N,N,N,2009,13,10.1007/s11671-009-9413-8,250
ZnO,I,,3,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,29.932598,N,N,N,2009,13,10.1007/s11671-009-9413-8,251
ZnO,I,,20,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,55.32121,N,N,N,2009,13,10.1007/s11671-009-9413-8,252
ZnO,I,,4,1000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,62.23176,N,N,N,2009,13,10.1007/s11671-009-9413-8,253
ZnO,I,,4,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,19.742489,N,N,N,2009,13,10.1007/s11671-009-9413-8,254
ZnO,I,,4,10000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,2.5751073,N,N,N,2009,13,10.1007/s11671-009-9413-8,255
ZnO,I,,20,1000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,77.25322,N,N,N,2009,13,10.1007/s11671-009-9413-8,256
ZnO,I,,20,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,50.643776,N,N,N,2009,13,10.1007/s11671-009-9413-8,257
ZnO,I,,20,10000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,12.875537,N,N,N,2009,13,10.1007/s11671-009-9413-8,258
ZnO,I,,75,0.0001674997629,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,95.502396,N,N,N,2014,14,10.1007/s00449-013-0982-7,259
ZnO,I,,75,0.0003349995259,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,105.83732,N,N,N,2014,14,10.1007/s00449-013-0982-7,260
ZnO,I,,75,0.0006699990518,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,75.21531,N,N,N,2014,14,10.1007/s00449-013-0982-7,261
ZnO,I,,75,0.001339998104,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,49.186604,N,N,N,2014,14,10.1007/s00449-013-0982-7,262
ZnO,I,,75,0.0001674997629,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,85.55024,N,N,N,2014,14,10.1007/s00449-013-0982-7,263
ZnO,I,,75,0.0003349995259,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,84.01914,N,N,N,2014,14,10.1007/s00449-013-0982-7,264
ZnO,I,,75,0.0006699990518,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,74.066986,N,N,N,2014,14,10.1007/s00449-013-0982-7,265
ZnO,I,,75,0.001339998104,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,61.435406,N,N,N,2014,14,10.1007/s00449-013-0982-7,266
ZnO,I,l-cysteine l-lysine l-lysine,20,0.0003533198124,,Caco-2,L,H,,Epithelial,A,Colon,24,CellTiter-Blue,Alamar blue,cell metabolic activity,88.0639,N,N,N,2012,15,10.1007/s00204-012-0840-4,267
ZnO,I,l-cysteine l-lysine l-lysine,20,0.0003533198124,,Caco-2,L,H,,Epithelial,A,Colon,36,CellTiter-Blue,Alamar blue,cell metabolic activity,78.450935,N,N,N,2012,15,10.1007/s00204-012-0840-4,268
ZnO,I,l-cysteine l-lysine l-lysine,20,0.0003533198124,,Caco-2,L,H,,Epithelial,A,Colon,48,CellTiter-Blue,Alamar blue,cell metabolic activity,39.97198,N,N,N,2012,15,10.1007/s00204-012-0840-4,269
